id,descripcion,dominio,region,hub,nodo,trigger,b,r2,r_pearson,p,se_b,ci_lo,ci_hi,dw,n,year_min,year_max,significativo,rho_ar1,n_eff,se_infl,estimable,p_ar1,sig_ar1,sig_ar1_solo_gl,corregible
B172,Nicaragua→Honduras 1920-2018,B,Centroamerica,Nicaragua,Honduras,gradual,-0.0307,0.0098,-0.0988,0.3306,0.0314,-0.0923,0.0309,0.097,99,1920,2018,False,0.9515,2.46,6.343,False,,False,False,True
B173,Dominican Republic→Honduras 1950-2018,B,Centroamerica,Dominican Republic,Honduras,gradual,0.3454,0.6282,0.7926,0.0,0.0325,0.2818,0.409,0.065,69,1950,2018,True,0.9675,1.14,7.781,False,,False,False,True
B174,Costa Rica→Panama 1920-2018,B,Centroamerica,Costa Rica,Panama,gradual,-0.053,0.0677,-0.2602,0.0093,0.02,-0.0922,-0.0139,0.127,99,1920,2018,True,0.9365,3.25,5.522,True,0.7019166375633994,False,False,True
B175,Costa Rica→Cuba 1920-2018,B,Centroamerica,Costa Rica,Cuba,gradual,0.2006,0.504,0.7099,0.0,0.0202,0.161,0.2402,0.234,99,1920,2018,True,0.883,6.15,4.012,True,0.06626750346448175,False,True,True
B176,Costa Rica→El Salvador 1920-2018,B,Centroamerica,Costa Rica,El Salvador,gradual,0.0318,0.0491,0.2215,0.0276,0.0142,0.0039,0.0597,0.229,99,1920,2018,True,0.8855,6.01,4.058,True,0.6103425876169429,False,False,True
B177,Costa Rica→Nicaragua 1920-2018,B,Centroamerica,Costa Rica,Nicaragua,gradual,0.309,0.4257,0.6524,0.0,0.0364,0.2375,0.3804,0.086,99,1920,2018,True,0.957,2.18,6.746,False,,False,False,True
B178,Costa Rica→Dominican Republic 1950-2018,B,Centroamerica,Costa Rica,Dominican Republic,gradual,-0.1744,0.321,-0.5666,0.0,0.031,-0.2351,-0.1136,0.063,69,1950,2018,True,0.9685,1.1,7.905,False,,False,False,True
B179,Panama→Cuba 1906-2018,B,Centroamerica,Panama,Cuba,gradual,0.1925,0.2926,0.5409,0.0,0.0284,0.1368,0.2482,0.079,113,1906,2018,True,0.9605,2.28,7.045,False,,False,False,True
B180,Panama→El Salvador 1920-2018,B,Centroamerica,Panama,El Salvador,gradual,0.0849,0.1011,0.3179,0.0013,0.0257,0.0345,0.1352,0.095,99,1920,2018,True,0.9525,2.41,6.411,False,,False,False,True
B181,Panama→Nicaragua 1920-2018,B,Centroamerica,Panama,Nicaragua,gradual,0.362,0.3557,0.5964,0.0,0.0495,0.265,0.4589,0.042,99,1920,2018,True,0.979,1.05,9.708,False,,False,False,True
B182,Panama→Dominican Republic 1950-2018,B,Centroamerica,Panama,Dominican Republic,gradual,0.0006,0.0,0.0042,0.9727,0.0188,-0.0361,0.0374,0.176,69,1950,2018,False,0.912,3.18,4.661,True,0.9955102903346161,False,False,True
B183,El Salvador→Cuba 1920-2018,B,Centroamerica,El Salvador,Cuba,gradual,0.1688,0.4125,0.6423,0.0,0.0204,0.1287,0.2088,0.22,99,1920,2018,True,0.89,5.76,4.145,True,0.12107414423443277,False,True,True
B184,Cuba→Nicaragua 1920-2018,B,Centroamerica,Cuba,Nicaragua,gradual,0.1084,0.1128,0.3359,0.0007,0.0309,0.0479,0.1688,0.117,99,1920,2018,True,0.9415,2.98,5.761,False,,False,False,True
B185,Dominican Republic→Cuba 1950-2018,B,Centroamerica,Dominican Republic,Cuba,gradual,0.3336,0.5769,0.7595,0.0,0.0349,0.2652,0.402,0.088,69,1950,2018,True,0.956,1.55,6.667,False,,False,False,True
B186,El Salvador→Nicaragua 1920-2018,B,Centroamerica,El Salvador,Nicaragua,gradual,0.2771,0.4575,0.6764,0.0,0.0306,0.2171,0.3372,0.104,99,1920,2018,True,0.948,2.64,6.121,False,,False,False,True
B187,Dominican Republic→El Salvador 1950-2018,B,Centroamerica,Dominican Republic,El Salvador,gradual,0.2657,0.6166,0.7852,0.0,0.0256,0.2155,0.3158,0.083,69,1950,2018,True,0.9585,1.46,6.87,False,,False,False,True
B188,Dominican Republic→Nicaragua 1950-2018,B,Centroamerica,Dominican Republic,Nicaragua,gradual,0.5657,0.6101,0.7811,0.0,0.0553,0.4574,0.674,0.055,69,1950,2018,True,0.9725,0.96,8.469,False,,False,False,True
B189,Argentina→Brazil 1900-2018,B,Sudamerica,Argentina,Brazil,gradual,-0.4744,0.6793,-0.8242,0.0,0.0301,-0.5334,-0.4153,0.055,119,1900,2018,True,0.9725,1.66,8.469,False,,False,False,True
B190,Chile→Brazil 1900-2018,B,Sudamerica,Chile,Brazil,gradual,-0.3934,0.6344,-0.7965,0.0,0.0276,-0.4475,-0.3393,0.094,119,1900,2018,True,0.953,2.86,6.446,False,,False,False,True
B191,Uruguay→Brazil 1900-2018,B,Sudamerica,Uruguay,Brazil,gradual,-0.4215,0.6533,-0.8082,0.0,0.0284,-0.4772,-0.3659,0.085,119,1900,2018,True,0.9575,2.58,6.787,False,,False,False,True
B192,Paraguay→Brazil 1939-2018,B,Sudamerica,Paraguay,Brazil,gradual,-0.348,0.8727,-0.9342,0.0,0.0151,-0.3775,-0.3185,0.234,80,1939,2018,True,0.883,4.97,4.012,True,0.010760068006583426,True,True,True
B193,Brazil→Bolivia 1900-2018,B,Sudamerica,Brazil,Bolivia,gradual,0.4917,0.5996,0.7744,0.0,0.0371,0.4189,0.5645,0.028,119,1900,2018,True,0.986,0.84,11.91,False,,False,False,True
B194,Brazil→Peru 1900-2018,B,Sudamerica,Brazil,Peru,gradual,0.2576,0.3305,0.5749,0.0,0.0339,0.1912,0.3241,0.029,119,1900,2018,True,0.9855,0.87,11.702,False,,False,False,True
B195,Colombia→Brazil 1900-2018,B,Sudamerica,Colombia,Brazil,gradual,-0.1301,0.2095,-0.4578,0.0,0.0234,-0.1759,-0.0843,0.03,119,1900,2018,True,0.985,0.9,11.504,False,,False,False,True
B196,Venezuela→Brazil 1900-2018,B,Sudamerica,Venezuela,Brazil,gradual,-0.0188,0.0021,-0.046,0.6196,0.0378,-0.093,0.0553,0.035,119,1900,2018,False,0.9825,1.05,10.644,False,,False,False,True
B197,Ecuador→Brazil 1900-2018,B,Sudamerica,Ecuador,Brazil,gradual,-0.2022,0.5129,-0.7162,0.0,0.0182,-0.2379,-0.1665,0.06,119,1900,2018,True,0.97,1.81,8.103,False,,False,False,True
B198,Argentina→Chile 1900-2018,B,Sudamerica,Argentina,Chile,gradual,-0.081,0.1555,-0.3944,0.0,0.0174,-0.1152,-0.0468,0.203,119,1900,2018,True,0.8985,6.36,4.325,True,0.3376524629162678,False,True,True
B199,Argentina→Uruguay 1900-2018,B,Sudamerica,Argentina,Uruguay,gradual,-0.0528,0.136,-0.3688,0.0,0.0123,-0.0769,-0.0287,0.357,119,1900,2018,True,0.8215,11.66,3.194,True,0.20972007324527983,False,True,True
B200,Argentina→Paraguay 1939-2018,B,Sudamerica,Argentina,Paraguay,gradual,-0.0598,0.0635,-0.252,0.0241,0.026,-0.1107,-0.0088,0.115,80,1939,2018,True,0.9425,2.37,5.812,False,,False,False,True
B201,Argentina→Bolivia 1900-2018,B,Sudamerica,Argentina,Bolivia,gradual,0.0173,0.0179,0.1338,0.147,0.0119,-0.0059,0.0406,0.228,119,1900,2018,False,0.886,7.19,4.067,True,0.734845369978881,False,False,True
B202,Argentina→Peru 1900-2018,B,Sudamerica,Argentina,Peru,gradual,-0.2167,0.7091,-0.8421,0.0,0.0128,-0.2419,-0.1916,0.206,119,1900,2018,True,0.897,6.46,4.292,True,0.013656817097624249,True,True,True
B203,Argentina→Colombia 1900-2018,B,Sudamerica,Argentina,Colombia,gradual,-0.3442,0.8247,-0.9081,0.0,0.0147,-0.373,-0.3155,0.173,119,1900,2018,True,0.9135,5.38,4.703,True,0.011669458268148681,True,True,True
B204,Argentina→Venezuela 1900-2018,B,Sudamerica,Argentina,Venezuela,gradual,-0.4555,0.6239,-0.7899,0.0,0.0327,-0.5196,-0.3914,0.073,119,1900,2018,True,0.9635,2.21,7.334,False,,False,False,True
B205,Argentina→Ecuador 1900-2018,B,Sudamerica,Argentina,Ecuador,gradual,-0.2721,0.7459,-0.8637,0.0,0.0147,-0.3009,-0.2434,0.162,119,1900,2018,True,0.919,5.02,4.867,True,0.03151856097634562,True,True,True
B206,Uruguay→Chile 1900-2018,B,Sudamerica,Uruguay,Chile,gradual,-0.0282,0.0324,-0.1801,0.05,0.0142,-0.056,-0.0003,0.385,119,1900,2018,False,0.8075,12.67,3.064,True,0.5306194843123951,False,False,True
B207,Chile→Paraguay 1939-2018,B,Sudamerica,Chile,Paraguay,gradual,0.0475,0.0469,0.2165,0.0537,0.0243,-0.0,0.0951,0.093,80,1939,2018,False,0.9535,1.9,6.482,False,,False,False,True
B208,Chile→Bolivia 1900-2018,B,Sudamerica,Chile,Bolivia,gradual,0.0983,0.1478,0.3844,0.0,0.0218,0.0555,0.1411,0.099,119,1900,2018,True,0.9505,3.02,6.277,True,0.6015151449194083,False,False,True
B209,Chile→Peru 1900-2018,B,Sudamerica,Chile,Peru,gradual,-0.1357,0.2147,-0.4634,0.0,0.024,-0.1828,-0.0887,0.094,119,1900,2018,True,0.953,2.86,6.446,False,,False,False,True
B210,Chile→Colombia 1900-2018,B,Sudamerica,Chile,Colombia,gradual,-0.2632,0.6751,-0.8216,0.0,0.0169,-0.2963,-0.2301,0.219,119,1900,2018,True,0.8905,6.89,4.155,True,0.013858924661769483,True,True,True
B211,Venezuela→Chile 1900-2018,B,Sudamerica,Venezuela,Chile,gradual,0.3746,0.4183,0.6468,0.0,0.0408,0.2945,0.4546,0.058,119,1900,2018,True,0.971,1.75,8.244,False,,False,False,True
B212,Chile→Ecuador 1900-2018,B,Sudamerica,Chile,Ecuador,gradual,-0.1912,0.4935,-0.7025,0.0,0.0179,-0.2263,-0.1561,0.192,119,1900,2018,True,0.904,6.0,4.453,True,0.0744786230523869,False,True,True
B213,Uruguay→Paraguay 1939-2018,B,Sudamerica,Uruguay,Paraguay,gradual,-0.0145,0.0048,-0.0696,0.5394,0.0235,-0.0605,0.0315,0.092,80,1939,2018,False,0.954,1.88,6.518,False,,False,False,True
B214,Uruguay→Bolivia 1900-2018,B,Sudamerica,Uruguay,Bolivia,gradual,0.0702,0.1326,0.3641,0.0,0.0166,0.0376,0.1027,0.17,119,1900,2018,True,0.915,5.28,4.747,True,0.433422786609364,False,True,True
B215,Uruguay→Peru 1900-2018,B,Sudamerica,Uruguay,Peru,gradual,-0.1639,0.4275,-0.6538,0.0,0.0175,-0.1983,-0.1295,0.166,119,1900,2018,True,0.917,5.15,4.806,True,0.1419935220642829,False,True,True
B216,Uruguay→Colombia 1900-2018,B,Sudamerica,Uruguay,Colombia,gradual,-0.2914,0.8091,-0.8995,0.0,0.0131,-0.317,-0.2658,0.312,119,1900,2018,True,0.844,10.07,3.438,True,0.00018721429294797306,True,True,True
B217,Uruguay→Venezuela 1900-2018,B,Sudamerica,Uruguay,Venezuela,gradual,-0.4027,0.5483,-0.7404,0.0,0.0338,-0.469,-0.3365,0.089,119,1900,2018,True,0.9555,2.71,6.629,False,,False,False,True
B218,Uruguay→Ecuador 1900-2018,B,Sudamerica,Uruguay,Ecuador,gradual,-0.2193,0.678,-0.8234,0.0,0.014,-0.2467,-0.1919,0.289,119,1900,2018,True,0.8555,9.27,3.583,True,0.0029892154679128854,True,True,True
B219,Paraguay→Bolivia 1939-2018,B,Sudamerica,Paraguay,Bolivia,gradual,0.1585,0.3765,0.6136,0.0,0.0231,0.1132,0.2037,0.104,80,1939,2018,True,0.948,2.14,6.121,False,,False,False,True
B220,Paraguay→Peru 1939-2018,B,Sudamerica,Paraguay,Peru,gradual,0.0248,0.0074,0.0859,0.4488,0.0326,-0.0391,0.0887,0.054,80,1939,2018,False,0.973,1.09,8.548,False,,False,False,True
B221,Paraguay→Colombia 1939-2018,B,Sudamerica,Paraguay,Colombia,gradual,-0.0899,0.4023,-0.6343,0.0,0.0124,-0.1143,-0.0656,0.196,80,1939,2018,True,0.902,4.12,4.405,True,0.2344274503000706,False,True,True
B222,Venezuela→Paraguay 1939-2018,B,Sudamerica,Venezuela,Paraguay,gradual,0.0163,0.0015,0.0389,0.7318,0.0475,-0.0768,0.1094,0.055,80,1939,2018,False,0.9725,1.12,8.469,False,,False,False,True
B223,Paraguay→Ecuador 1939-2018,B,Sudamerica,Paraguay,Ecuador,gradual,-0.1335,0.4024,-0.6343,0.0,0.0184,-0.1696,-0.0974,0.133,80,1939,2018,True,0.9335,2.75,5.392,False,,False,False,True
B224,Bolivia→Peru 1900-2018,B,Sudamerica,Bolivia,Peru,gradual,-0.2341,0.7047,-0.8395,0.0,0.014,-0.2615,-0.2066,0.122,119,1900,2018,True,0.939,3.74,5.638,True,0.11434345698408124,False,True,True
B225,Colombia→Bolivia 1900-2018,B,Sudamerica,Colombia,Bolivia,gradual,0.3616,0.7822,0.8844,0.0,0.0176,0.327,0.3961,0.085,119,1900,2018,True,0.9575,2.58,6.787,False,,False,False,True
B226,Venezuela→Bolivia 1900-2018,B,Sudamerica,Venezuela,Bolivia,gradual,0.4729,0.5968,0.7726,0.0,0.0359,0.4024,0.5433,0.056,119,1900,2018,True,0.972,1.69,8.392,False,,False,False,True
B227,Ecuador→Bolivia 1900-2018,B,Sudamerica,Ecuador,Bolivia,gradual,0.2895,0.623,0.7893,0.0,0.0208,0.2487,0.3303,0.05,119,1900,2018,True,0.975,1.51,8.888,False,,False,False,True
B228,Colombia→Peru 1900-2018,B,Sudamerica,Colombia,Peru,gradual,0.1275,0.2968,0.5448,0.0,0.0181,0.0919,0.1631,0.074,119,1900,2018,True,0.963,2.24,7.284,False,,False,False,True
B229,Venezuela→Peru 1900-2018,B,Sudamerica,Venezuela,Peru,gradual,0.2388,0.3537,0.5947,0.0,0.0298,0.1803,0.2973,0.071,119,1900,2018,True,0.9645,2.15,7.439,False,,False,False,True
B230,Ecuador→Peru 1900-2018,B,Sudamerica,Ecuador,Peru,gradual,0.0554,0.0684,0.2615,0.0041,0.0189,0.0184,0.0925,0.078,119,1900,2018,True,0.961,2.37,7.091,False,,False,False,True
B231,Venezuela→Colombia 1900-2018,B,Sudamerica,Venezuela,Colombia,gradual,0.1113,0.0904,0.3007,0.0009,0.0326,0.0473,0.1753,0.042,119,1900,2018,True,0.979,1.26,9.708,False,,False,False,True
B232,Ecuador→Colombia 1900-2018,B,Sudamerica,Ecuador,Colombia,gradual,-0.0721,0.2672,-0.5169,0.0,0.011,-0.0937,-0.0504,0.092,119,1900,2018,True,0.954,2.8,6.518,False,,False,False,True
B233,Venezuela→Ecuador 1900-2018,B,Sudamerica,Venezuela,Ecuador,gradual,0.1834,0.2382,0.488,0.0,0.0303,0.124,0.2428,0.051,119,1900,2018,True,0.9745,1.54,8.8,False,,False,False,True
B234,Japan→China 1900-2018,B,Asia_Oriental,Japan,China,gradual,0.2344,0.1839,0.4288,0.0001,0.0552,0.1262,0.3427,0.032,82,1900,2018,True,0.984,0.66,11.136,False,,False,False,True
B235,Japan→South Korea 1911-2018,B,Asia_Oriental,Japan,South Korea,gradual,-0.0593,0.0148,-0.1218,0.2134,0.0473,-0.152,0.0335,0.03,106,1911,2018,False,0.985,0.8,11.504,False,,False,False,True
B236,Japan→Taiwan 1901-2018,B,Asia_Oriental,Japan,Taiwan,gradual,-0.0796,0.038,-0.1949,0.0423,0.0388,-0.1556,-0.0037,0.023,109,1901,2018,True,0.9885,0.63,13.15,False,,False,False,True
B237,Japan→Mongolia 1950-2018,B,Asia_Oriental,Japan,Mongolia,gradual,0.0575,0.0103,0.1013,0.4077,0.069,-0.0777,0.1927,0.015,69,1950,2018,False,0.9925,0.26,16.299,False,,False,False,True
B238,South Korea→China 1911-2018,B,Asia_Oriental,South Korea,China,gradual,0.3968,0.575,0.7583,0.0,0.0384,0.3216,0.472,0.088,81,1911,2018,True,0.956,1.82,6.667,False,,False,False,True
B239,Taiwan→China 1911-2018,B,Asia_Oriental,Taiwan,China,gradual,0.3717,0.6461,0.8038,0.0,0.0309,0.311,0.4323,0.098,81,1911,2018,True,0.951,2.03,6.31,False,,False,False,True
B240,Mongolia→China 1950-2018,B,Asia_Oriental,Mongolia,China,gradual,-0.0047,0.0005,-0.0233,0.8493,0.0248,-0.0533,0.0439,0.108,69,1950,2018,False,0.946,1.91,6.003,False,,False,False,True
B241,Taiwan→South Korea 1911-2018,B,Asia_Oriental,Taiwan,South Korea,gradual,0.0238,0.0462,0.2149,0.0327,0.011,0.0023,0.0453,0.495,99,1911,2018,True,0.7525,13.98,2.661,True,0.4320229070003435,False,False,True
B242,South Korea→Mongolia 1950-2018,B,Asia_Oriental,South Korea,Mongolia,gradual,0.4545,0.538,0.7335,0.0,0.0515,0.3536,0.5553,0.044,69,1950,2018,True,0.978,0.77,9.482,False,,False,False,True
B243,Taiwan→Mongolia 1950-2018,B,Asia_Oriental,Taiwan,Mongolia,gradual,0.3709,0.4853,0.6966,0.0,0.0467,0.2794,0.4623,0.037,69,1950,2018,True,0.9815,0.64,10.349,False,,False,False,True
B244,Singapore→Malaysia 1900-2018,B,Asia_Sudeste,Singapore,Malaysia,gradual,0.104,0.0629,0.2507,0.0085,0.0388,0.0279,0.1801,0.092,109,1900,2018,True,0.954,2.57,6.518,False,,False,False,True
B245,Singapore→Thailand 1913-2018,B,Asia_Sudeste,Singapore,Thailand,gradual,0.2535,0.6427,0.8017,0.0,0.0226,0.2092,0.2977,0.3,72,1913,2018,True,0.85,5.84,3.512,True,0.03508250888317946,True,True,True
B246,Singapore→Indonesia 1900-2018,B,Asia_Sudeste,Singapore,Indonesia,gradual,0.4364,0.5307,0.7285,0.0,0.0397,0.3586,0.5141,0.108,109,1900,2018,True,0.946,3.02,6.003,True,0.313637860552859,False,False,True
B247,Singapore→Philippines 1902-2018,B,Asia_Sudeste,Singapore,Philippines,gradual,0.5528,0.4042,0.6357,0.0,0.0655,0.4244,0.6812,0.057,107,1902,2018,True,0.9715,1.55,8.317,False,,False,False,True
B248,Singapore→Vietnam 1913-2018,B,Asia_Sudeste,Singapore,Vietnam,gradual,0.6638,0.7835,0.8851,0.0,0.0423,0.5808,0.7467,0.126,70,1913,2018,True,0.937,2.28,5.545,False,,False,False,True
B249,Singapore→Cambodia 1950-2018,B,Asia_Sudeste,Singapore,Cambodia,gradual,0.7069,0.7424,0.8616,0.0,0.0509,0.6071,0.8066,0.127,69,1950,2018,True,0.9365,2.26,5.522,False,,False,False,True
B250,Singapore→Myanmar 1901-2018,B,Asia_Sudeste,Singapore,Myanmar,gradual,0.7403,0.7779,0.882,0.0,0.0451,0.652,0.8287,0.206,79,1901,2018,True,0.897,4.29,4.292,True,0.049903293437561315,True,True,True
B251,Singapore→Laos 1950-2018,B,Asia_Sudeste,Singapore,Laos,gradual,0.4874,0.7434,0.8622,0.0,0.035,0.4189,0.556,0.161,69,1950,2018,True,0.9195,2.89,4.883,False,,False,False,True
B252,Thailand→Malaysia 1913-2018,B,Asia_Sudeste,Thailand,Malaysia,gradual,0.0663,0.1861,0.4314,0.0002,0.0166,0.0338,0.0987,1.058,72,1913,2018,True,0.471,25.89,1.668,True,0.02481202596814819,True,True,True
B253,Malaysia→Indonesia 1900-2018,B,Asia_Sudeste,Malaysia,Indonesia,gradual,0.3271,0.8178,0.9043,0.0,0.0147,0.2982,0.3559,0.506,112,1900,2018,True,0.747,16.22,2.628,True,6.273542352854041e-07,True,True,True
B254,Malaysia→Philippines 1902-2018,B,Asia_Sudeste,Malaysia,Philippines,gradual,0.412,0.5728,0.7568,0.0,0.0341,0.3452,0.4788,0.102,111,1902,2018,True,0.949,2.9,6.182,False,,False,False,True
B255,Malaysia→Vietnam 1913-2018,B,Asia_Sudeste,Malaysia,Vietnam,gradual,0.3562,0.6986,0.8358,0.0,0.0284,0.3006,0.4118,0.161,70,1913,2018,True,0.9195,2.94,4.883,False,,False,False,True
B256,Malaysia→Cambodia 1950-2018,B,Asia_Sudeste,Malaysia,Cambodia,gradual,0.3972,0.6369,0.7981,0.0,0.0366,0.3254,0.469,0.097,69,1950,2018,True,0.9515,1.71,6.343,False,,False,False,True
B257,Malaysia→Myanmar 1901-2018,B,Asia_Sudeste,Malaysia,Myanmar,gradual,0.4957,0.8011,0.895,0.0,0.0282,0.4406,0.5509,0.277,79,1901,2018,True,0.8615,5.88,3.666,True,0.00937549286531522,True,True,True
B258,Malaysia→Laos 1950-2018,B,Asia_Sudeste,Malaysia,Laos,gradual,0.1778,0.4852,0.6966,0.0,0.0224,0.1339,0.2216,0.1,69,1950,2018,True,0.95,1.77,6.245,False,,False,False,True
B259,Thailand→Indonesia 1913-2018,B,Asia_Sudeste,Thailand,Indonesia,gradual,0.2186,0.724,0.8509,0.0,0.0161,0.187,0.2503,0.328,72,1913,2018,True,0.836,6.43,3.346,True,0.012494617132139476,True,True,True
B260,Thailand→Philippines 1913-2018,B,Asia_Sudeste,Thailand,Philippines,gradual,0.4763,0.6751,0.8217,0.0,0.0395,0.3989,0.5537,0.121,72,1913,2018,True,0.9395,2.25,5.662,False,,False,False,True
B261,Thailand→Vietnam 1913-2018,B,Asia_Sudeste,Thailand,Vietnam,gradual,0.3931,0.6642,0.815,0.0,0.0339,0.3267,0.4596,0.065,70,1913,2018,True,0.9675,1.16,7.781,False,,False,False,True
B262,Thailand→Cambodia 1950-2018,B,Asia_Sudeste,Thailand,Cambodia,gradual,0.4639,0.7177,0.8471,0.0,0.0355,0.3942,0.5336,0.103,69,1950,2018,True,0.9485,1.82,6.151,False,,False,False,True
B263,Thailand→Myanmar 1913-2018,B,Asia_Sudeste,Thailand,Myanmar,gradual,0.3577,0.5806,0.7619,0.0,0.0366,0.286,0.4295,0.114,71,1913,2018,True,0.943,2.08,5.838,False,,False,False,True
B264,Thailand→Laos 1950-2018,B,Asia_Sudeste,Thailand,Laos,gradual,0.2445,0.517,0.7191,0.0,0.0289,0.1879,0.3011,0.065,69,1950,2018,True,0.9675,1.14,7.781,False,,False,False,True
B265,Philippines→Indonesia 1902-2018,B,Asia_Sudeste,Philippines,Indonesia,gradual,-0.1027,0.0973,-0.3119,0.001,0.0302,-0.1619,-0.0434,0.04,109,1902,2018,True,0.98,1.1,9.95,False,,False,False,True
B266,Vietnam→Indonesia 1913-2018,B,Asia_Sudeste,Vietnam,Indonesia,gradual,-0.1999,0.4897,-0.6998,0.0,0.0247,-0.2483,-0.1514,0.077,70,1913,2018,True,0.9615,1.37,7.138,False,,False,False,True
B267,Indonesia→Cambodia 1950-2018,B,Asia_Sudeste,Indonesia,Cambodia,gradual,0.2737,0.5635,0.7507,0.0,0.0294,0.2161,0.3314,0.122,69,1950,2018,True,0.939,2.17,5.638,False,,False,False,True
B268,Indonesia→Myanmar 1901-2018,B,Asia_Sudeste,Indonesia,Myanmar,gradual,0.2514,0.5498,0.7415,0.0,0.0259,0.2006,0.3022,0.157,79,1901,2018,True,0.9215,3.23,4.947,True,0.26244642350805836,False,True,True
B269,Indonesia→Laos 1950-2018,B,Asia_Sudeste,Indonesia,Laos,gradual,0.0543,0.1085,0.3294,0.0057,0.019,0.017,0.0916,0.111,69,1950,2018,True,0.9445,1.97,5.919,False,,False,False,True
B270,Philippines→Vietnam 1913-2018,B,Asia_Sudeste,Philippines,Vietnam,gradual,-0.0664,0.0457,-0.2138,0.0755,0.0368,-0.1386,0.0057,0.042,70,1913,2018,False,0.979,0.74,9.708,False,,False,False,True
B271,Philippines→Cambodia 1950-2018,B,Asia_Sudeste,Philippines,Cambodia,gradual,-0.0063,0.0026,-0.0506,0.6796,0.0151,-0.0358,0.0233,0.315,69,1950,2018,False,0.8425,5.9,3.42,True,0.9089409566432922,False,False,True
B272,Philippines→Myanmar 1906-2018,B,Asia_Sudeste,Philippines,Myanmar,gradual,0.0208,0.0044,0.066,0.5661,0.0361,-0.05,0.0916,0.079,78,1906,2018,False,0.9605,1.57,7.045,False,,False,False,True
B273,Philippines→Laos 1950-2018,B,Asia_Sudeste,Philippines,Laos,gradual,-0.2257,0.3529,-0.5941,0.0,0.0373,-0.2988,-0.1525,0.04,69,1950,2018,True,0.98,0.7,9.95,False,,False,False,True
B274,Vietnam→Cambodia 1950-2018,B,Asia_Sudeste,Vietnam,Cambodia,gradual,0.0788,0.0972,0.3118,0.0091,0.0293,0.0213,0.1363,0.084,69,1950,2018,True,0.958,1.48,6.828,False,,False,False,True
B275,Vietnam→Myanmar 1913-2018,B,Asia_Sudeste,Vietnam,Myanmar,gradual,-0.0616,0.1115,-0.334,0.0047,0.0211,-0.1029,-0.0203,0.264,70,1913,2018,True,0.868,4.95,3.762,True,0.4952152077910232,False,False,True
B276,Vietnam→Laos 1950-2018,B,Asia_Sudeste,Vietnam,Laos,gradual,-0.1406,0.5721,-0.7564,0.0,0.0149,-0.1697,-0.1115,0.217,69,1950,2018,True,0.8915,3.96,4.175,True,0.15500046103169987,False,True,True
B277,Myanmar→Cambodia 1950-2018,B,Asia_Sudeste,Myanmar,Cambodia,gradual,0.161,0.4221,0.6497,0.0,0.023,0.1159,0.2061,0.179,69,1950,2018,True,0.9105,3.23,4.62,True,0.33647150182331653,False,False,True
B278,Laos→Cambodia 1950-2018,B,Asia_Sudeste,Laos,Cambodia,gradual,0.2194,0.4304,0.656,0.0,0.0308,0.159,0.2799,0.102,69,1950,2018,True,0.949,1.81,6.182,False,,False,False,True
B279,Laos→Myanmar 1950-2018,B,Asia_Sudeste,Laos,Myanmar,gradual,0.0584,0.1288,0.3589,0.0025,0.0186,0.022,0.0948,0.126,69,1950,2018,True,0.937,2.24,5.545,False,,False,False,True
B280,Pakistan→India 1950-2018,B,Asia_Sur,Pakistan,India,gradual,0.0446,0.0913,0.3021,0.0116,0.0172,0.0109,0.0783,0.068,69,1950,2018,True,0.966,1.19,7.604,False,,False,False,True
B281,India→Bangladesh 1950-2018,B,Asia_Sur,India,Bangladesh,gradual,0.1545,0.7034,0.8387,0.0,0.0123,0.1305,0.1785,0.246,69,1950,2018,True,0.877,4.52,3.906,True,0.062034182136660274,False,True,True
B282,Sri Lanka→India 1900-2018,B,Asia_Sur,Sri Lanka,India,gradual,0.0173,0.0453,0.2128,0.0201,0.0074,0.0029,0.0318,0.393,119,1900,2018,True,0.8035,12.97,3.03,True,0.45661159433199905,False,True,True
