id,descripcion,dominio,region,hub,nodo,trigger,b,r2,r_pearson,p,se_b,ci_lo,ci_hi,dw,n,year_min,year_max,significativo
B150,Venezuela→Colombia 1900-2018,B,Sudamerica,Venezuela,Colombia,gradual,0.1113,0.0904,0.3007,0.0009,0.0326,0.0473,0.1753,0.042,119,1900,2018,True
B151,Ecuador→Colombia 1900-2018,B,Sudamerica,Ecuador,Colombia,gradual,-0.0721,0.2672,-0.5169,0.0,0.011,-0.0937,-0.0504,0.092,119,1900,2018,True
B152,Venezuela→Ecuador 1900-2018,B,Sudamerica,Venezuela,Ecuador,gradual,0.1834,0.2382,0.488,0.0,0.0303,0.124,0.2428,0.051,119,1900,2018,True
B153,Japan→China 1900-2018,B,Asia_Oriental,Japan,China,gradual,0.2344,0.1839,0.4288,0.0001,0.0552,0.1262,0.3427,0.032,82,1900,2018,True
B154,Japan→South Korea 1911-2018,B,Asia_Oriental,Japan,South Korea,gradual,-0.0593,0.0148,-0.1218,0.2134,0.0473,-0.152,0.0335,0.03,106,1911,2018,False
B155,Japan→Taiwan 1901-2018,B,Asia_Oriental,Japan,Taiwan,gradual,-0.0796,0.038,-0.1949,0.0423,0.0388,-0.1556,-0.0037,0.023,109,1901,2018,True
B156,Japan→Mongolia 1950-2018,B,Asia_Oriental,Japan,Mongolia,gradual,0.0575,0.0103,0.1013,0.4077,0.069,-0.0777,0.1927,0.015,69,1950,2018,False
B157,South Korea→China 1911-2018,B,Asia_Oriental,South Korea,China,gradual,0.3968,0.575,0.7583,0.0,0.0384,0.3216,0.472,0.088,81,1911,2018,True
B158,Taiwan→China 1911-2018,B,Asia_Oriental,Taiwan,China,gradual,0.3717,0.6461,0.8038,0.0,0.0309,0.311,0.4323,0.098,81,1911,2018,True
B159,Mongolia→China 1950-2018,B,Asia_Oriental,Mongolia,China,gradual,-0.0047,0.0005,-0.0233,0.8493,0.0248,-0.0533,0.0439,0.108,69,1950,2018,False
B160,Taiwan→South Korea 1911-2018,B,Asia_Oriental,Taiwan,South Korea,gradual,0.0238,0.0462,0.2149,0.0327,0.011,0.0023,0.0453,0.495,99,1911,2018,True
B161,South Korea→Mongolia 1950-2018,B,Asia_Oriental,South Korea,Mongolia,gradual,0.4545,0.538,0.7335,0.0,0.0515,0.3536,0.5553,0.044,69,1950,2018,True
B162,Taiwan→Mongolia 1950-2018,B,Asia_Oriental,Taiwan,Mongolia,gradual,0.3709,0.4853,0.6966,0.0,0.0467,0.2794,0.4623,0.037,69,1950,2018,True
B163,Singapore→Malaysia 1900-2018,B,Asia_Sudeste,Singapore,Malaysia,gradual,0.104,0.0629,0.2507,0.0085,0.0388,0.0279,0.1801,0.092,109,1900,2018,True
B164,Singapore→Thailand 1913-2018,B,Asia_Sudeste,Singapore,Thailand,gradual,0.2535,0.6427,0.8017,0.0,0.0226,0.2092,0.2977,0.3,72,1913,2018,True
B165,Singapore→Indonesia 1900-2018,B,Asia_Sudeste,Singapore,Indonesia,gradual,0.4364,0.5307,0.7285,0.0,0.0397,0.3586,0.5141,0.108,109,1900,2018,True
B166,Singapore→Philippines 1902-2018,B,Asia_Sudeste,Singapore,Philippines,gradual,0.5528,0.4042,0.6357,0.0,0.0655,0.4244,0.6812,0.057,107,1902,2018,True
B167,Singapore→Vietnam 1913-2018,B,Asia_Sudeste,Singapore,Vietnam,gradual,0.6638,0.7835,0.8851,0.0,0.0423,0.5808,0.7467,0.126,70,1913,2018,True
B168,Thailand→Malaysia 1913-2018,B,Asia_Sudeste,Thailand,Malaysia,gradual,0.0663,0.1861,0.4314,0.0002,0.0166,0.0338,0.0987,1.058,72,1913,2018,True
B169,Malaysia→Indonesia 1900-2018,B,Asia_Sudeste,Malaysia,Indonesia,gradual,0.3271,0.8178,0.9043,0.0,0.0147,0.2982,0.3559,0.506,112,1900,2018,True
B170,Malaysia→Philippines 1902-2018,B,Asia_Sudeste,Malaysia,Philippines,gradual,0.412,0.5728,0.7568,0.0,0.0341,0.3452,0.4788,0.102,111,1902,2018,True
B171,Malaysia→Vietnam 1913-2018,B,Asia_Sudeste,Malaysia,Vietnam,gradual,0.3562,0.6986,0.8358,0.0,0.0284,0.3006,0.4118,0.161,70,1913,2018,True
B172,Thailand→Indonesia 1913-2018,B,Asia_Sudeste,Thailand,Indonesia,gradual,0.2186,0.724,0.8509,0.0,0.0161,0.187,0.2503,0.328,72,1913,2018,True
B173,Thailand→Philippines 1913-2018,B,Asia_Sudeste,Thailand,Philippines,gradual,0.4763,0.6751,0.8217,0.0,0.0395,0.3989,0.5537,0.121,72,1913,2018,True
B174,Thailand→Vietnam 1913-2018,B,Asia_Sudeste,Thailand,Vietnam,gradual,0.3931,0.6642,0.815,0.0,0.0339,0.3267,0.4596,0.065,70,1913,2018,True
B175,Philippines→Indonesia 1902-2018,B,Asia_Sudeste,Philippines,Indonesia,gradual,-0.1027,0.0973,-0.3119,0.001,0.0302,-0.1619,-0.0434,0.04,109,1902,2018,True
B176,Vietnam→Indonesia 1913-2018,B,Asia_Sudeste,Vietnam,Indonesia,gradual,-0.1999,0.4897,-0.6998,0.0,0.0247,-0.2483,-0.1514,0.077,70,1913,2018,True
B177,Philippines→Vietnam 1913-2018,B,Asia_Sudeste,Philippines,Vietnam,gradual,-0.0664,0.0457,-0.2138,0.0755,0.0368,-0.1386,0.0057,0.042,70,1913,2018,False
B178,Pakistan→India 1950-2018,B,Asia_Sur,Pakistan,India,gradual,0.0446,0.0913,0.3021,0.0116,0.0172,0.0109,0.0783,0.068,69,1950,2018,True
B179,India→Bangladesh 1950-2018,B,Asia_Sur,India,Bangladesh,gradual,0.1545,0.7034,0.8387,0.0,0.0123,0.1305,0.1785,0.246,69,1950,2018,True
B180,Sri Lanka→India 1900-2018,B,Asia_Sur,Sri Lanka,India,gradual,0.0173,0.0453,0.2128,0.0201,0.0074,0.0029,0.0318,0.393,119,1900,2018,True
B181,India→Nepal 1913-2018,B,Asia_Sur,India,Nepal,gradual,0.1811,0.5668,0.7528,0.0,0.0192,0.1435,0.2188,0.086,70,1913,2018,True
B182,Pakistan→Bangladesh 1950-2018,B,Asia_Sur,Pakistan,Bangladesh,gradual,0.1991,0.4421,0.6649,0.0,0.0273,0.1456,0.2527,0.057,69,1950,2018,True
B183,Sri Lanka→Pakistan 1950-2018,B,Asia_Sur,Sri Lanka,Pakistan,gradual,-0.0387,0.0857,-0.2928,0.0146,0.0154,-0.0689,-0.0084,0.103,69,1950,2018,True
B184,Pakistan→Nepal 1950-2018,B,Asia_Sur,Pakistan,Nepal,gradual,0.228,0.7394,0.8599,0.0,0.0165,0.1955,0.2604,0.146,69,1950,2018,True
B185,Sri Lanka→Bangladesh 1950-2018,B,Asia_Sur,Sri Lanka,Bangladesh,gradual,0.1604,0.5109,0.7147,0.0,0.0192,0.1229,0.198,0.108,69,1950,2018,True
B186,Bangladesh→Nepal 1950-2018,B,Asia_Sur,Bangladesh,Nepal,gradual,0.0288,0.02,0.1415,0.2463,0.0247,-0.0195,0.0772,0.051,69,1950,2018,False
B187,Sri Lanka→Nepal 1913-2018,B,Asia_Sur,Sri Lanka,Nepal,gradual,0.1898,0.5099,0.7141,0.0,0.0226,0.1455,0.234,0.06,70,1913,2018,True
B188,Israel→Turkey 1950-2018,B,Medio_Oriente,Israel,Turkey,gradual,-0.0515,0.0573,-0.2394,0.0476,0.0255,-0.1015,-0.0015,0.088,69,1950,2018,True
B189,Israel→Iran 1950-2018,B,Medio_Oriente,Israel,Iran,gradual,0.0483,0.0323,0.1797,0.1394,0.0323,-0.015,0.1117,0.097,69,1950,2018,False
B190,Israel→Iraq 1950-2018,B,Medio_Oriente,Israel,Iraq,gradual,0.3498,0.2768,0.5261,0.0,0.0691,0.2144,0.4852,0.115,69,1950,2018,True
B191,Saudi Arabia→Israel 1950-2018,B,Medio_Oriente,Saudi Arabia,Israel,gradual,0.1447,0.2404,0.4903,0.0,0.0314,0.0831,0.2062,0.079,69,1950,2018,True
B192,Israel→Egypt 1950-2018,B,Medio_Oriente,Israel,Egypt,gradual,-0.059,0.0341,-0.1846,0.1288,0.0384,-0.1342,0.0162,0.033,69,1950,2018,False
B193,Iran→Turkey 1913-2018,B,Medio_Oriente,Iran,Turkey,gradual,-0.0834,0.0853,-0.2921,0.0141,0.0331,-0.1483,-0.0185,0.139,70,1913,2018,True
B194,Turkey→Iraq 1913-2018,B,Medio_Oriente,Turkey,Iraq,gradual,0.3799,0.2835,0.5325,0.0,0.0732,0.2364,0.5235,0.106,70,1913,2018,True
B195,Saudi Arabia→Turkey 1913-2018,B,Medio_Oriente,Saudi Arabia,Turkey,gradual,0.1534,0.2482,0.4982,0.0,0.0324,0.0899,0.2168,0.26,70,1913,2018,True
B196,Turkey→Egypt 1913-2018,B,Medio_Oriente,Turkey,Egypt,gradual,0.0333,0.038,0.1948,0.106,0.0203,-0.0065,0.0731,0.25,70,1913,2018,False
B197,Iran→Iraq 1913-2018,B,Medio_Oriente,Iran,Iraq,gradual,0.2965,0.2892,0.5377,0.0,0.0564,0.186,0.4071,0.19,70,1913,2018,True
B198,Saudi Arabia→Iran 1913-2018,B,Medio_Oriente,Saudi Arabia,Iran,gradual,0.2368,0.7522,0.8673,0.0,0.0165,0.2045,0.2691,0.475,70,1913,2018,True
B199,Iran→Egypt 1913-2018,B,Medio_Oriente,Iran,Egypt,gradual,-0.0501,0.0174,-0.1319,0.2762,0.0456,-0.1396,0.0394,0.151,70,1913,2018,False
B200,Saudi Arabia→Iraq 1913-2018,B,Medio_Oriente,Saudi Arabia,Iraq,gradual,0.5333,0.5934,0.7703,0.0,0.0535,0.4284,0.6383,0.218,70,1913,2018,True
B201,Iraq→Egypt 1913-2018,B,Medio_Oriente,Iraq,Egypt,gradual,-0.3466,0.2123,-0.4608,0.0001,0.081,-0.5053,-0.188,0.112,70,1913,2018,True
B202,Saudi Arabia→Egypt 1913-2018,B,Medio_Oriente,Saudi Arabia,Egypt,gradual,0.1867,0.2003,0.4476,0.0001,0.0452,0.098,0.2753,0.26,70,1913,2018,True
B203,Egypt→Morocco 1913-2018,B,Africa_Norte,Egypt,Morocco,gradual,0.2342,0.5225,0.7228,0.0,0.0271,0.181,0.2874,0.404,70,1913,2018,True
B204,Algeria→Egypt 1913-2018,B,Africa_Norte,Algeria,Egypt,gradual,-0.1119,0.2704,-0.52,0.0,0.0223,-0.1556,-0.0682,0.225,70,1913,2018,True
B205,Tunisia→Egypt 1913-2018,B,Africa_Norte,Tunisia,Egypt,gradual,-0.0477,0.0748,-0.2735,0.022,0.0203,-0.0875,-0.0078,0.19,70,1913,2018,True
B206,Egypt→Sudan 1950-2018,B,Africa_Norte,Egypt,Sudan,gradual,0.4554,0.7387,0.8595,0.0,0.0331,0.3905,0.5202,0.101,69,1950,2018,True
B207,Algeria→Morocco 1913-2018,B,Africa_Norte,Algeria,Morocco,gradual,0.1223,0.3615,0.6012,0.0,0.0197,0.0836,0.1609,0.504,70,1913,2018,True
B208,Tunisia→Morocco 1913-2018,B,Africa_Norte,Tunisia,Morocco,gradual,0.1865,0.7139,0.8449,0.0,0.0143,0.1585,0.2146,0.714,70,1913,2018,True
B209,Morocco→Sudan 1950-2018,B,Africa_Norte,Morocco,Sudan,gradual,0.1728,0.3651,0.6042,0.0,0.0278,0.1183,0.2274,0.112,69,1950,2018,True
B210,Algeria→Tunisia 1913-2018,B,Africa_Norte,Algeria,Tunisia,gradual,-0.0643,0.1569,-0.3961,0.0007,0.0181,-0.0997,-0.0289,0.231,70,1913,2018,True
B211,Algeria→Sudan 1950-2018,B,Africa_Norte,Algeria,Sudan,gradual,0.3214,0.7798,0.883,0.0,0.0209,0.2805,0.3623,0.344,69,1950,2018,True
B212,Tunisia→Sudan 1950-2018,B,Africa_Norte,Tunisia,Sudan,gradual,0.3805,0.7114,0.8435,0.0,0.0296,0.3225,0.4385,0.145,69,1950,2018,True
B213,South Africa→Nigeria 1950-2018,B,Africa_Sub,South Africa,Nigeria,gradual,-0.0819,0.1448,-0.3806,0.0013,0.0243,-0.1295,-0.0342,0.121,69,1950,2018,True
B214,South Africa→Kenya 1950-2018,B,Africa_Sub,South Africa,Kenya,gradual,-0.0048,0.0024,-0.0485,0.6924,0.012,-0.0282,0.0187,0.213,69,1950,2018,False
B215,South Africa→Ghana 1950-2018,B,Africa_Sub,South Africa,Ghana,gradual,0.1791,0.6247,0.7904,0.0,0.017,0.1458,0.2123,0.143,69,1950,2018,True
B216,South Africa→Zimbabwe 1950-2018,B,Africa_Sub,South Africa,Zimbabwe,gradual,0.1596,0.161,0.4013,0.0006,0.0445,0.0724,0.2469,0.039,69,1950,2018,True
B217,South Africa→Zambia 1950-2018,B,Africa_Sub,South Africa,Zambia,gradual,0.0833,0.201,0.4484,0.0001,0.0203,0.0436,0.1231,0.113,69,1950,2018,True
B218,South Africa→Tanzania 1950-2018,B,Africa_Sub,South Africa,Tanzania,gradual,-0.0223,0.0229,-0.1514,0.2144,0.0178,-0.0572,0.0126,0.056,69,1950,2018,False
B219,South Africa→Uganda 1950-2018,B,Africa_Sub,South Africa,Uganda,gradual,0.1837,0.7029,0.8384,0.0,0.0146,0.1551,0.2123,0.157,69,1950,2018,True
B220,South Africa→Mozambique 1950-2018,B,Africa_Sub,South Africa,Mozambique,gradual,0.4959,0.5914,0.7691,0.0,0.0503,0.3972,0.5946,0.046,69,1950,2018,True
B221,Botswana→South Africa 1950-2018,B,Africa_Sub,Botswana,South Africa,gradual,0.9003,0.7224,0.8499,0.0,0.0682,0.7666,1.0339,0.054,69,1950,2018,True
B222,Nigeria→Kenya 1950-2018,B,Africa_Sub,Nigeria,Kenya,gradual,0.0771,0.108,0.3286,0.0058,0.0271,0.024,0.1302,0.13,69,1950,2018,True
B223,Nigeria→Ghana 1950-2018,B,Africa_Sub,Nigeria,Ghana,gradual,0.261,0.5996,0.7743,0.0,0.0261,0.2099,0.312,0.137,69,1950,2018,True
B224,Nigeria→Zimbabwe 1950-2018,B,Africa_Sub,Nigeria,Zimbabwe,gradual,0.2415,0.1719,0.4146,0.0004,0.0648,0.1146,0.3684,0.036,69,1950,2018,True
B225,Nigeria→Zambia 1950-2018,B,Africa_Sub,Nigeria,Zambia,gradual,0.1652,0.4034,0.6351,0.0,0.0245,0.1171,0.2133,0.173,69,1950,2018,True
B226,Nigeria→Tanzania 1950-2018,B,Africa_Sub,Nigeria,Tanzania,gradual,0.0595,0.2202,0.4692,0.0,0.0137,0.0327,0.0864,0.39,69,1950,2018,True
B227,Nigeria→Uganda 1950-2018,B,Africa_Sub,Nigeria,Uganda,gradual,0.2656,0.5929,0.77,0.0,0.0269,0.2129,0.3183,0.129,69,1950,2018,True
B228,Nigeria→Mozambique 1950-2018,B,Africa_Sub,Nigeria,Mozambique,gradual,0.5777,0.4984,0.706,0.0,0.0708,0.4389,0.7165,0.041,69,1950,2018,True
B229,Botswana→Nigeria 1950-2018,B,Africa_Sub,Botswana,Nigeria,gradual,0.8184,0.7383,0.8593,0.0,0.0595,0.7017,0.9351,0.079,69,1950,2018,True
B230,Ghana→Kenya 1950-2018,B,Africa_Sub,Ghana,Kenya,gradual,-0.1838,0.5114,-0.7151,0.0,0.022,-0.2269,-0.1408,0.114,69,1950,2018,True
B231,Zimbabwe→Kenya 1950-2018,B,Africa_Sub,Zimbabwe,Kenya,gradual,-0.1644,0.1861,-0.4314,0.0002,0.042,-0.2467,-0.0821,0.048,69,1950,2018,True
B232,Kenya→Zambia 1950-2018,B,Africa_Sub,Kenya,Zambia,gradual,0.0881,0.128,0.3577,0.0025,0.0281,0.033,0.1432,0.101,69,1950,2018,True
B233,Kenya→Tanzania 1950-2018,B,Africa_Sub,Kenya,Tanzania,gradual,-0.0176,0.0107,-0.1034,0.3977,0.0206,-0.058,0.0229,0.048,69,1950,2018,False
B234,Kenya→Uganda 1950-2018,B,Africa_Sub,Kenya,Uganda,gradual,0.1885,0.5205,0.7215,0.0,0.0221,0.1452,0.2318,0.113,69,1950,2018,True
B235,Kenya→Mozambique 1950-2018,B,Africa_Sub,Kenya,Mozambique,gradual,0.5006,0.5816,0.7626,0.0,0.0519,0.399,0.6023,0.045,69,1950,2018,True
B236,Botswana→Kenya 1950-2018,B,Africa_Sub,Botswana,Kenya,gradual,0.8955,0.7592,0.8713,0.0,0.0616,0.7747,1.0163,0.072,69,1950,2018,True
B237,Ghana→Zimbabwe 1950-2018,B,Africa_Sub,Ghana,Zimbabwe,gradual,-0.0195,0.0021,-0.0464,0.7053,0.0512,-0.1198,0.0809,0.036,69,1950,2018,False
B238,Ghana→Zambia 1950-2018,B,Africa_Sub,Ghana,Zambia,gradual,-0.0957,0.3996,-0.6321,0.0,0.0143,-0.1239,-0.0676,0.256,69,1950,2018,True
B239,Ghana→Tanzania 1950-2018,B,Africa_Sub,Ghana,Tanzania,gradual,-0.2014,0.6348,-0.7967,0.0,0.0187,-0.238,-0.1648,0.146,69,1950,2018,True
B240,Ghana→Uganda 1950-2018,B,Africa_Sub,Ghana,Uganda,gradual,0.0046,0.0028,0.0525,0.6685,0.0108,-0.0165,0.0257,0.544,69,1950,2018,False
B241,Ghana→Mozambique 1950-2018,B,Africa_Sub,Ghana,Mozambique,gradual,0.3168,0.3456,0.5879,0.0,0.0533,0.2124,0.4212,0.036,69,1950,2018,True
B242,Botswana→Ghana 1950-2018,B,Africa_Sub,Botswana,Ghana,gradual,1.0793,0.7566,0.8698,0.0,0.0748,0.9328,1.2259,0.064,69,1950,2018,True
B243,Zimbabwe→Zambia 1950-2018,B,Africa_Sub,Zimbabwe,Zambia,gradual,-0.0763,0.0245,-0.1567,0.1986,0.0588,-0.1915,0.0389,0.033,69,1950,2018,False
B244,Zimbabwe→Tanzania 1950-2018,B,Africa_Sub,Zimbabwe,Tanzania,gradual,-0.182,0.1198,-0.3461,0.0036,0.0603,-0.3001,-0.0639,0.03,69,1950,2018,True
B245,Zimbabwe→Uganda 1950-2018,B,Africa_Sub,Zimbabwe,Uganda,gradual,0.0241,0.0034,0.0587,0.6321,0.0501,-0.0741,0.1222,0.037,69,1950,2018,False
B246,Zimbabwe→Mozambique 1950-2018,B,Africa_Sub,Zimbabwe,Mozambique,gradual,0.3362,0.7097,0.8425,0.0,0.0263,0.2847,0.3877,0.144,69,1950,2018,True
B247,Botswana→Zimbabwe 1950-2018,B,Africa_Sub,Botswana,Zimbabwe,gradual,1.0599,0.6668,0.8166,0.0,0.0915,0.8805,1.2393,0.046,69,1950,2018,True
B248,Zambia→Tanzania 1950-2018,B,Africa_Sub,Zambia,Tanzania,gradual,-0.1057,0.333,-0.5771,0.0,0.0183,-0.1415,-0.0699,0.162,69,1950,2018,True
B249,Zambia→Uganda 1950-2018,B,Africa_Sub,Zambia,Uganda,gradual,0.1004,0.402,0.634,0.0,0.015,0.0711,0.1297,0.264,69,1950,2018,True
B250,Zambia→Mozambique 1950-2018,B,Africa_Sub,Zambia,Mozambique,gradual,0.4125,0.4294,0.6553,0.0,0.0581,0.2987,0.5264,0.04,69,1950,2018,True
B251,Botswana→Zambia 1950-2018,B,Africa_Sub,Botswana,Zambia,gradual,0.9836,0.702,0.8378,0.0,0.0783,0.8301,1.1371,0.058,69,1950,2018,True
B252,Uganda→Tanzania 1950-2018,B,Africa_Sub,Uganda,Tanzania,gradual,-0.206,0.6282,-0.7926,0.0,0.0194,-0.244,-0.1681,0.104,69,1950,2018,True
B253,Mozambique→Tanzania 1950-2018,B,Africa_Sub,Mozambique,Tanzania,gradual,-0.5182,0.4808,-0.6934,0.0,0.0658,-0.6471,-0.3893,0.031,69,1950,2018,True
B254,Botswana→Tanzania 1950-2018,B,Africa_Sub,Botswana,Tanzania,gradual,0.8779,0.7515,0.8669,0.0,0.0617,0.757,0.9988,0.067,69,1950,2018,True
B255,Mozambique→Uganda 1950-2018,B,Africa_Sub,Mozambique,Uganda,gradual,-0.3122,0.3511,-0.5926,0.0,0.0518,-0.4138,-0.2105,0.043,69,1950,2018,True
B256,Botswana→Uganda 1950-2018,B,Africa_Sub,Botswana,Uganda,gradual,1.084,0.7565,0.8698,0.0,0.0751,0.9367,1.2312,0.058,69,1950,2018,True
B257,Botswana→Mozambique 1950-2018,B,Africa_Sub,Botswana,Mozambique,gradual,1.3961,0.71,0.8426,0.0,0.109,1.1825,1.6098,0.047,69,1950,2018,True
B258,New Zealand→Australia 1900-2018,B,Oceania,New Zealand,Australia,gradual,-0.1096,0.4022,-0.6342,0.0,0.0123,-0.1338,-0.0854,0.158,119,1900,2018,True
